0.034152, 0.520889, 0.093028, 0.157036
0.030809, 0.507981, 0.080801, 0.148914
0.030837, 0.593465, 0.085440, 0.156027
0.033521, 0.587654, 0.084350, 0.157823
0.030876, 0.508133, 0.079862, 0.155072
0.042969, 0.554045, 0.081568, 0.151927
0.032323, 0.527067, 0.078686, 0.147090
0.030798, 0.518969, 0.080750, 0.155950
0.030832, 0.542865, 0.080490, 0.149155
0.033278, 0.539579, 0.080365, 0.147734
0.030970, 0.538150, 0.082281, 0.160067
0.033920, 0.540962, 0.100307, 0.188816
0.031731, 0.561756, 0.080770, 0.158538
0.032015, 0.529479, 0.090000, 0.166216
0.033662, 0.524069, 0.079529, 0.165048
0.033008, 0.778501, 0.080139, 0.153770
0.036680, 0.780171, 0.078822, 0.147856
0.030740, 0.523953, 0.078195, 0.148917
0.034292, 0.510905, 0.079116, 0.152318
0.032019, 0.540392, 0.084184, 0.149515
0.032985, 0.534572, 0.092037, 0.151518
0.033074, 0.531443, 0.084711, 0.149491
0.032639, 0.538573, 0.081097, 0.147640
0.031255, 0.519013, 0.079262, 0.146496
0.031942, 0.512783, 0.078759, 0.151877
0.032102, 0.533338, 0.081241, 0.154456
0.035946, 0.532611, 0.082062, 0.152977
0.033430, 0.539361, 0.079534, 0.152756
0.032876, 0.813150, 0.096684, 0.149487
0.031548, 0.529626, 0.085643, 0.162551
0.031103, 0.553774, 0.086444, 0.151149
0.030972, 0.514831, 0.078946, 0.146705
0.031335, 0.548513, 0.083789, 0.171730
0.032938, 0.521695, 0.082583, 0.153722
0.032813, 0.547545, 0.079031, 0.152971
0.032000, 0.788398, 0.082967, 0.145480
0.032543, 0.533661, 0.084221, 0.167137
0.032667, 0.584303, 0.085691, 0.147622
0.031897, 0.566566, 0.080021, 0.153792
0.034478, 0.537170, 0.090573, 0.164679
0.031145, 0.533484, 0.078771, 0.148518
0.032626, 0.526150, 0.078825, 0.146990
0.031744, 0.521408, 0.084535, 0.151089
0.036211, 0.539023, 0.079296, 0.146892
0.031871, 0.513621, 0.086823, 0.168501
0.031075, 0.546274, 0.082118, 0.161811
0.032360, 0.544686, 0.091581, 0.166306
0.034510, 0.534536, 0.081382, 0.164215
0.032484, 0.522776, 0.087194, 0.160815
0.031951, 0.530235, 0.083497, 0.158782
0.031025, 0.536841, 0.084208, 0.169141
0.034612, 0.540777, 0.088998, 0.156141
0.031747, 0.553086, 0.098109, 0.172559
0.033287, 0.540338, 0.079857, 0.145577
0.031351, 0.517973, 0.088007, 0.153916
0.031847, 0.755971, 0.079530, 0.147296
0.031751, 0.752835, 0.078008, 0.154921
0.031025, 0.513877, 0.078616, 0.145599
0.031061, 0.509472, 0.078656, 0.147056
0.030991, 0.507948, 0.078139, 0.145621
0.030915, 0.514987, 0.078710, 0.146808
0.030727, 0.509397, 0.078258, 0.154481
0.030942, 0.507977, 0.078091, 0.149459
0.031248, 0.544776, 0.078689, 0.144404
0.031307, 0.516621, 0.078746, 0.144894
0.032579, 0.516213, 0.084362, 0.158620
0.031018, 0.511283, 0.079146, 0.145133
0.031031, 0.510812, 0.078891, 0.147430
0.030887, 0.510205, 0.082005, 0.150143
0.031601, 0.767483, 0.078451, 0.147557
0.030935, 0.514794, 0.078262, 0.145067
0.031078, 0.510373, 0.078291, 0.145675
0.030669, 0.521500, 0.079768, 0.146591
0.031729, 0.789595, 0.080313, 0.145743
0.030785, 0.506704, 0.078644, 0.146540
0.030861, 0.518697, 0.087320, 0.198429
0.031637, 0.753499, 0.077891, 0.146308
0.030883, 0.512462, 0.078136, 0.147054
0.033154, 0.752832, 0.079070, 0.146407
0.038828, 0.506504, 0.079091, 0.144483
0.031101, 0.513630, 0.079845, 0.144199
0.031104, 0.508771, 0.080456, 0.147296
0.031397, 0.511047, 0.079996, 0.147097
0.030846, 0.508369, 0.078979, 0.146929
0.030807, 0.514964, 0.078473, 0.145307
0.031220, 0.526300, 0.080128, 0.145424
0.031175, 0.508705, 0.091410, 0.155722
0.031243, 0.513883, 0.078051, 0.144713
0.030904, 0.517971, 0.079139, 0.147453
0.031088, 0.513931, 0.082650, 0.145835
0.031002, 0.516173, 0.085977, 0.163984
0.034262, 0.516132, 0.087929, 0.162140
0.031047, 0.516797, 0.079715, 0.155958
0.038448, 0.509398, 0.081583, 0.151741
0.031076, 0.506550, 0.082539, 0.155633
0.031235, 0.509512, 0.080434, 0.144621
0.031227, 0.519077, 0.078448, 0.146685
0.031101, 0.510565, 0.078380, 0.145716
0.031657, 0.511947, 0.078374, 0.145612
0.039925, 0.764651, 0.079005, 0.155472
0.032020, 0.750488, 0.078283, 0.145964
0.030831, 0.507196, 0.078991, 0.145859
0.030992, 0.555066, 0.078965, 0.146932
0.032163, 0.511940, 0.078664, 0.145392
0.030929, 0.517045, 0.078530, 0.146241
0.030915, 0.512394, 0.089491, 0.169263
0.032237, 0.510897, 0.089927, 0.169644
0.032186, 0.752599, 0.090905, 0.159817
0.030814, 0.514108, 0.122531, 0.171189
0.030974, 0.538432, 0.078562, 0.147092
0.031457, 0.512264, 0.077952, 0.147685
0.030926, 0.512348, 0.078442, 0.146116
0.031296, 0.511589, 0.081592, 0.152442
0.031863, 0.508595, 0.080569, 0.145888
0.031092, 0.509232, 0.079583, 0.144838
0.032160, 0.508323, 0.081848, 0.145232
0.031355, 0.515693, 0.081373, 0.145267
0.031546, 0.509515, 0.088462, 0.178040
0.031252, 0.507077, 0.079928, 0.146207
0.030858, 0.517974, 0.078481, 0.149207
0.031564, 0.757105, 0.078065, 0.147338
0.031247, 0.509829, 0.078110, 0.146219
0.031286, 0.516914, 0.078399, 0.148865
0.032082, 0.760190, 0.079065, 0.144786
0.036423, 0.508595, 0.078790, 0.144966
0.030874, 0.527452, 0.078713, 0.146345
0.031094, 0.511269, 0.086346, 0.163997
0.030991, 0.509138, 0.080482, 0.147919
0.030832, 0.512921, 0.089706, 0.171373
0.031132, 0.509741, 0.078568, 0.145908
0.030943, 0.509461, 0.078091, 0.145914
0.034647, 0.511161, 0.078972, 0.145892
0.031539, 0.529202, 0.080477, 0.146669
0.032806, 0.515150, 0.078583, 0.145953
0.036886, 0.511593, 0.083864, 0.152146
0.031092, 0.506032, 0.081807, 0.145298
0.035225, 0.507647, 0.091515, 0.177887
0.031123, 0.508655, 0.086380, 0.173098
0.030787, 0.513859, 0.078427, 0.147812
0.030995, 0.518829, 0.078450, 0.145540
0.030935, 0.518889, 0.078696, 0.147852
0.030962, 0.528772, 0.086253, 0.162377
0.031344, 0.509623, 0.091302, 0.170518
0.032306, 0.509246, 0.081863, 0.147277
0.030844, 0.517253, 0.082421, 0.154051
0.031765, 0.588294, 0.079536, 0.146271
0.031165, 0.519667, 0.078169, 0.147279
0.031365, 0.509407, 0.078508, 0.144842
0.031144, 0.526270, 0.090431, 0.169485
0.032039, 0.508402, 0.079790, 0.145415
0.031403, 0.508757, 0.087574, 0.145231
0.031349, 0.505862, 0.078799, 0.147569
0.030730, 0.506997, 0.078939, 0.152794
0.032499, 0.515698, 0.079228, 0.145977
0.030992, 0.520206, 0.078755, 0.146226
0.031000, 0.508515, 0.080480, 0.144957
0.031402, 0.521692, 0.092120, 0.161831
0.031022, 0.508343, 0.078626, 0.151770
0.031244, 0.509727, 0.081297, 0.152671
0.030778, 0.508923, 0.078444, 0.145828
0.030847, 0.513520, 0.078990, 0.144950
0.031022, 0.507143, 0.077974, 0.146182
0.031197, 0.519404, 0.085669, 0.168611
0.033201, 0.512793, 0.083472, 0.152267
0.030797, 0.512480, 0.090296, 0.169272
0.030999, 0.514367, 0.089517, 0.177877
0.030824, 0.514346, 0.078101, 0.144864
0.047970, 1.093120, 0.164530, 0.300344
0.030890, 0.518370, 0.087290, 0.163656
0.033651, 0.508376, 0.080917, 0.145090
0.031633, 0.762963, 0.079113, 0.146306
0.031134, 0.506666, 0.090014, 0.171361
0.030973, 0.509416, 0.085553, 0.162152
0.031817, 0.591523, 0.092814, 0.154649
0.033320, 0.551861, 0.078127, 0.145559
0.031892, 0.518118, 0.079774, 0.146612
0.030638, 0.513600, 0.085891, 0.162199
0.030988, 0.512699, 0.078289, 0.145553
0.031193, 0.509618, 0.086156, 0.164903
0.031123, 0.508790, 0.078382, 0.148704
0.031831, 0.563653, 0.079247, 0.146531
0.030991, 0.521974, 0.082286, 0.155207
0.032694, 0.527687, 0.078528, 0.145765
0.031125, 0.506246, 0.078091, 0.147150
0.032104, 0.509505, 0.080191, 0.145897
0.030852, 0.523145, 0.086017, 0.167307
0.031610, 0.511218, 0.078597, 0.148068
0.031458, 0.756364, 0.078616, 0.150743
0.031610, 0.520899, 0.078897, 0.144379
0.030948, 0.508802, 0.080577, 0.144010
0.031122, 0.507911, 0.079886, 0.146151
0.031022, 0.509463, 0.079735, 0.152498
0.031110, 0.509477, 0.078791, 0.144360
0.031172, 0.509425, 0.081987, 0.153909
0.030795, 0.518466, 0.079743, 0.146096
0.030832, 0.507925, 0.078221, 0.146816
0.031002, 0.523896, 0.089509, 0.145032
0.030898, 0.518949, 0.078219, 0.147249
0.032255, 0.508602, 0.078413, 0.146211
0.030972, 0.508279, 0.078325, 0.146240
0.031502, 0.510934, 0.078503, 0.147356
0.031252, 0.510805, 0.077990, 0.146002
0.036691, 0.509481, 0.079058, 0.145176
0.031596, 0.510134, 0.078143, 0.151947
0.031010, 0.536866, 0.090998, 0.168964
0.030952, 0.512552, 0.078534, 0.144432
0.031134, 0.521755, 0.098837, 0.170361
0.031157, 0.506981, 0.078405, 0.147000
0.031009, 0.510679, 0.082888, 0.157398
0.030792, 0.516788, 0.085783, 0.164623
0.030955, 0.527331, 0.078594, 0.144937
0.030825, 0.517661, 0.078559, 0.145519
0.032115, 0.518147, 0.081646, 0.159066
0.031045, 0.507897, 0.079476, 0.144653
0.030911, 0.508700, 0.080994, 0.144219
0.030949, 0.509300, 0.083919, 0.153607
0.031567, 0.513996, 0.088452, 0.164260
0.031774, 0.806201, 0.078476, 0.145508
0.031005, 0.509230, 0.082117, 0.152911
0.033446, 0.507905, 0.078312, 0.144937
0.031068, 0.510301, 0.087834, 0.162163
0.030786, 0.508190, 0.091005, 0.171141
0.031083, 0.521355, 0.082213, 0.153046
0.031725, 0.509174, 0.078821, 0.145849
0.031152, 0.509206, 0.078418, 0.150852
0.030998, 0.508299, 0.089614, 0.169263
0.031054, 0.514131, 0.078192, 0.148840
0.031003, 0.512839, 0.077942, 0.145225
0.035847, 0.510487, 0.078423, 0.147324
0.030967, 0.512514, 0.085962, 0.163781
0.031470, 0.506332, 0.079717, 0.147389
0.032162, 0.508090, 0.081222, 0.145500
0.032975, 0.516126, 0.080961, 0.147078
0.031010, 0.506404, 0.079559, 0.147744
0.033347, 0.517745, 0.085735, 0.147360
0.031930, 0.508065, 0.078891, 0.144879
0.030879, 0.530682, 0.080736, 0.148158
0.033925, 0.755832, 0.078399, 0.147083
0.031027, 0.517167, 0.078841, 0.146875
0.031086, 0.511047, 0.078089, 0.145557
0.031000, 0.540065, 0.078461, 0.150253
0.031562, 0.511395, 0.078406, 0.147465
0.032111, 0.510947, 0.078689, 0.145950
0.031357, 0.521859, 0.081934, 0.144831
0.031201, 0.516074, 0.090644, 0.169764
0.030955, 0.527525, 0.078355, 0.146467
0.032029, 0.511610, 0.079016, 0.146298
0.030814, 0.510878, 0.079830, 0.146213
0.031047, 0.511799, 0.078692, 0.148549
0.030797, 0.521203, 0.078033, 0.146438
0.031243, 0.508667, 0.086116, 0.162683
0.030944, 0.529445, 0.078901, 0.145514
0.031281, 0.525682, 0.086658, 0.165559
0.031263, 0.516048, 0.082299, 0.144565
0.031102, 0.506668, 0.081018, 0.144901
0.031535, 0.512575, 0.079028, 0.144845
0.031443, 0.772759, 0.078227, 0.145885
0.030697, 0.515222, 0.078252, 0.144969
0.031388, 0.755176, 0.085185, 0.149260
0.030817, 0.509962, 0.078491, 0.147306
0.031105, 0.532009, 0.088003, 0.163527
0.032039, 0.508026, 0.079290, 0.144997
0.030990, 0.522275, 0.079634, 0.150117
0.031084, 0.506117, 0.081690, 0.145717
0.030727, 0.534235, 0.082809, 0.145825
0.031924, 0.507109, 0.078676, 0.145755
0.031221, 0.507772, 0.082305, 0.154623
0.031249, 0.508461, 0.081636, 0.153529
0.030749, 0.519883, 0.079955, 0.149481
0.031314, 0.522657, 0.079568, 0.148282
0.031378, 0.534309, 0.087499, 0.152234
0.032355, 0.514989, 0.079134, 0.144069
0.030787, 0.513911, 0.080165, 0.147023
0.032285, 0.525306, 0.078642, 0.146627
0.031302, 0.751861, 0.078364, 0.148111
0.030955, 0.511450, 0.078408, 0.145398
0.030983, 0.513952, 0.087550, 0.148850
0.041570, 0.752759, 0.078541, 0.148398
0.032420, 0.507368, 0.082950, 0.154020
0.032410, 0.518646, 0.079084, 0.146165
0.030916, 0.512510, 0.094029, 0.158129
0.034727, 0.521243, 0.087002, 0.158759
0.031360, 0.520250, 0.079472, 0.161635
0.031041, 0.550711, 0.078859, 0.148016
0.030794, 0.521020, 0.081801, 0.151329
0.033635, 0.759820, 0.082005, 0.154114
0.031300, 0.515369, 0.083065, 0.147664
0.031348, 0.515001, 0.090401, 0.178335
0.030863, 0.518519, 0.111624, 0.152284
0.032688, 0.510486, 0.082814, 0.145223
0.032547, 0.516436, 0.080789, 0.145407
0.042547, 0.523815, 0.080561, 0.144519
0.030620, 0.513195, 0.079410, 0.147500
0.031431, 0.764461, 0.078925, 0.147975
0.030721, 0.520638, 0.090125, 0.169728
0.031243, 0.512811, 0.078049, 0.150104
0.030980, 0.518563, 0.078257, 0.149828
0.032189, 0.530059, 0.080624, 0.144725
0.031588, 0.514956, 0.081931, 0.144732
0.031047, 0.513951, 0.089515, 0.154325
0.030960, 0.510421, 0.084912, 0.153507
0.031144, 0.515078, 0.079167, 0.148270
0.030893, 0.529178, 0.083658, 0.146394
0.031804, 0.513802, 0.078629, 0.157282
0.030925, 0.510687, 0.078471, 0.147499
0.030696, 0.521038, 0.079333, 0.148470
0.030840, 0.520828, 0.087443, 0.147825
0.032277, 0.508740, 0.077952, 0.145748
0.033387, 0.507401, 0.080510, 0.148368
0.031717, 0.507597, 0.079644, 0.145549
0.031981, 0.509413, 0.079494, 0.144296
0.032478, 0.522751, 0.081486, 0.145212
0.031327, 0.521421, 0.081432, 0.158353
0.031129, 0.507611, 0.081458, 0.147418
0.030664, 0.512630, 0.087896, 0.163587
0.030757, 0.512675, 0.079853, 0.145850
0.030731, 0.512296, 0.078005, 0.162694
0.039862, 0.513091, 0.085601, 0.165693
0.030796, 0.523971, 0.079958, 0.147368
0.033803, 0.533075, 0.079516, 0.145700
0.031174, 0.513689, 0.109979, 0.146604
0.030832, 0.529054, 0.079221, 0.150291
0.031099, 0.525739, 0.088442, 0.146483
