0.032070, 0.078200
0.031842, 0.078700
0.031161, 0.090689
0.031510, 0.087806
0.033294, 0.091965
0.051046, 0.079726
0.035654, 0.078292
0.034007, 0.080507
0.031134, 0.079558
0.031801, 0.090654
0.030801, 0.079031
0.035456, 0.087877
0.031402, 0.078963
0.031122, 0.079838
0.031556, 0.079084
0.031354, 0.088419
0.033148, 0.084943
0.034731, 0.087196
0.031286, 0.080092
0.031402, 0.102954
0.038410, 0.090745
0.030987, 0.080064
0.031073, 0.078765
0.030874, 0.079761
0.030961, 0.080281
0.030841, 0.086507
0.031579, 0.086305
0.032488, 0.081827
0.031329, 0.079543
0.031862, 0.080151
0.031447, 0.079478
0.031294, 0.078906
0.031946, 0.078401
0.030907, 0.079775
0.036264, 0.150788
0.038494, 0.080056
0.032854, 0.091558
0.031877, 0.115278
0.034242, 0.089601
0.031312, 0.079755
0.042030, 0.088048
0.037757, 0.080285
0.031528, 0.104270
0.030969, 0.081199
0.032507, 0.097329
0.038409, 0.084587
0.031461, 0.089259
0.034758, 0.090716
0.031756, 0.081386
0.039320, 0.090076
0.032195, 0.083804
0.031834, 0.080098
0.031222, 0.090099
0.032562, 0.093432
0.031421, 0.112757
0.032736, 0.096328
0.032477, 0.098591
0.030733, 0.085606
0.034294, 0.086621
0.031232, 0.079044
0.031139, 0.079613
0.032842, 0.097799
0.031809, 0.080760
0.032726, 0.100355
0.031141, 0.090823
0.033491, 0.098124
0.033270, 0.094105
0.031770, 0.092179
0.032424, 0.088160
0.033341, 0.100809
0.030871, 0.080990
0.030957, 0.078362
0.031161, 0.086323
0.033353, 0.085109
0.032107, 0.100507
0.032654, 0.098158
0.032455, 0.081270
0.042232, 0.078754
0.033407, 0.082237
0.031798, 0.084785
0.031015, 0.082461
0.031883, 0.091387
0.031840, 0.084767
0.032545, 0.085394
0.031324, 0.083708
0.033632, 0.084289
0.031928, 0.082695
0.035026, 0.080458
0.031372, 0.091210
0.032221, 0.082941
0.032101, 0.082808
0.033596, 0.096464
0.031635, 0.110830
0.032066, 0.095164
0.037546, 0.080972
0.031203, 0.079590
0.032169, 0.082861
0.031434, 0.080184
0.031844, 0.089936
0.032775, 0.082966
0.033436, 0.081446
0.033336, 0.083180
0.031751, 0.081296
0.033420, 0.090785
0.034441, 0.084233
0.034094, 0.088207
0.031290, 0.081906
0.032518, 0.090584
0.031863, 0.082459
0.031546, 0.087080
0.031922, 0.082449
0.031689, 0.083413
0.031499, 0.084885
0.031953, 0.082813
0.031781, 0.085447
0.031324, 0.087034
0.035585, 0.091004
0.032713, 0.079559
0.031887, 0.078668
0.034051, 0.079880
0.031459, 0.086540
0.030740, 0.083507
0.032586, 0.082679
0.031621, 0.091476
0.033417, 0.082671
0.032601, 0.088007
0.031716, 0.080438
0.033334, 0.081920
0.031232, 0.090176
0.041938, 0.082801
0.031456, 0.079427
0.039389, 0.081290
0.040243, 0.085047
0.032411, 0.080464
0.032405, 0.081940
0.031299, 0.084511
0.032413, 0.107163
0.035488, 0.092664
0.044881, 0.160203
0.034759, 0.116562
0.032526, 0.080630
0.032002, 0.086840
0.032270, 0.082685
0.044590, 0.087775
0.031221, 0.079932
0.033671, 0.086745
0.031874, 0.083535
0.031983, 0.122392
0.040223, 0.080760
0.035133, 0.080228
0.033216, 0.084030
0.035462, 0.079939
0.031324, 0.080270
0.034425, 0.079554
0.031689, 0.085129
0.032798, 0.079377
0.031555, 0.085305
0.033208, 0.082755
0.048318, 0.099038
0.036785, 0.096678
0.036881, 0.096664
0.035365, 0.083242
0.031858, 0.108928
0.034249, 0.082112
0.033545, 0.079455
0.032244, 0.098695
0.031891, 0.079908
0.032441, 0.079597
0.033571, 0.085076
0.031946, 0.084238
0.031232, 0.084301
0.031502, 0.081760
0.032083, 0.083790
0.031412, 0.095754
0.031411, 0.082451
0.032695, 0.084270
0.031829, 0.087932
0.042197, 0.081955
0.033580, 0.082868
0.031699, 0.084792
0.032187, 0.083434
0.041386, 0.086173
0.032467, 0.092306
0.031817, 0.082416
0.031964, 0.080057
0.031239, 0.087664
0.039318, 0.083211
0.031774, 0.079879
0.031841, 0.101599
0.033271, 0.083159
0.031735, 0.083783
0.031868, 0.083551
0.031826, 0.081689
0.033163, 0.082509
0.032058, 0.081732
0.031212, 0.083401
0.032561, 0.080045
0.031724, 0.084151
0.034551, 0.085902
0.032320, 0.080483
0.031802, 0.112246
0.037626, 0.080133
0.031911, 0.084684
0.033287, 0.084899
0.032978, 0.091353
0.032566, 0.088597
0.034411, 0.080774
0.048804, 0.083370
0.034632, 0.082934
0.031290, 0.090367
0.033364, 0.090245
0.031824, 0.081206
0.031134, 0.079237
0.031597, 0.092312
0.032702, 0.083995
0.031261, 0.084403
0.034135, 0.079261
0.032046, 0.080137
0.031338, 0.079326
0.032078, 0.090919
0.031955, 0.083204
0.036743, 0.090726
0.031991, 0.082555
0.031832, 0.079173
0.033002, 0.081965
0.032254, 0.081263
0.032734, 0.084870
0.031214, 0.080056
0.031654, 0.100184
0.032925, 0.082000
0.032151, 0.086152
0.032888, 0.082116
0.033221, 0.083874
0.033402, 0.082636
0.031444, 0.083790
0.032712, 0.080851
0.032025, 0.081635
0.031856, 0.080909
0.032408, 0.084251
0.031405, 0.082081
0.033145, 0.093968
0.034670, 0.100092
0.031532, 0.095506
0.031558, 0.090315
0.032192, 0.080669
0.037873, 0.081852
0.032523, 0.095950
0.032730, 0.081781
0.032573, 0.080626
0.031723, 0.081608
0.032573, 0.081081
0.032339, 0.080400
0.031501, 0.081014
0.031718, 0.081479
0.034760, 0.082875
0.032000, 0.092279
0.032711, 0.090164
0.032398, 0.081531
0.031264, 0.089843
0.032214, 0.079481
0.032084, 0.080168
0.033382, 0.081843
0.034943, 0.094169
0.032215, 0.078968
0.032809, 0.080754
0.032036, 0.079724
0.039771, 0.086559
0.031937, 0.088005
0.031229, 0.081574
0.032303, 0.085250
0.033849, 0.080977
0.031425, 0.087133
0.032087, 0.079575
0.033802, 0.092185
0.031989, 0.079388
0.031731, 0.104947
0.031538, 0.083093
0.036671, 0.088254
0.032454, 0.084300
0.032585, 0.085468
0.031621, 0.113667
0.032017, 0.082197
0.032034, 0.087880
0.032774, 0.084375
0.031610, 0.079729
0.035439, 0.080241
0.031571, 0.081487
0.032799, 0.079240
0.031256, 0.080910
0.031299, 0.080438
0.031319, 0.097539
0.031315, 0.089549
0.032472, 0.099876
0.033116, 0.079408
0.031875, 0.083182
0.031585, 0.090924
0.031825, 0.089758
0.031832, 0.080662
0.032452, 0.086524
0.036754, 0.082792
0.032372, 0.086255
0.033634, 0.085934
0.033209, 0.111186
0.032338, 0.085040
0.034644, 0.105698
0.035556, 0.093156
0.032983, 0.090997
0.037906, 0.084499
0.036357, 0.087399
